email_id,sender,recipient,cc,subject,body,sent_at,sender_dept,recipient_dept,compliance_label
7af33c23-7161-43e6-b922-692a40a5990d,a.foster@acmefund.com,p.sharma@acmefund.com,,Pharma play - time sensitive,"Priya,

FDA approval coming through for BioMed's drug application. Not announced yet but I got word from inside. This could move 30%+. Act fast.

Amanda",2025-12-21T16:10:00,Portfolio Management,Research,INSIDER_TRADING
5f7b6331-d57a-470b-a61b-0ead15e7d527,a.bell@acmefund.com,e.volkov@acmefund.com,j.morrison@acmefund.com,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Andrew",2025-12-21T16:15:00,Client Relations,Trading,CLEAN
7f87e03d-9b43-4fe2-b0ad-fc9cf2a9ef26,t.grant@acmefund.com,e.volkov@acmefund.com,,RE: Tech sector positions,"Trust me on this one - load up on TECH before Friday. I can't say more but the earnings will blow expectations away. My source is solid.

Thomas",2025-12-23T09:56:00,Legal,Trading,INSIDER_TRADING
c8b2dedc-7556-4f82-a0fd-6710dda8ef10,r.hayes@acmefund.com,e.volkov@acmefund.com,j.liu@acmefund.com,RE: Hedge fund strategies,"Here's our fund's full trading strategy doc. I know you're at a competitor now but this might help you. Delete after reading.

Robert",2025-12-23T18:32:00,Compliance,Trading,CONFIDENTIALITY_BREACH
0f74fa20-dd10-4184-97fd-6e36d1dd7580,e.volkov@acmefund.com,t.grant@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Elena",2025-12-24T10:17:00,Trading,Legal,CLEAN
781ffd98-6e79-4572-9761-6be88e3f86bd,m.webb@acmefund.com,j.liu@acmefund.com,,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
Marcus",2025-12-25T08:32:00,Research,Compliance,CLEAN
248193c4-857e-4460-9f34-26e29e9fe427,m.torres@acmefund.com,e.volkov@acmefund.com,,Weekly team sync notes,"Hi all,

Attached are the notes from today's sync. Action items highlighted in yellow.

Thanks,
Michael",2025-12-25T12:10:00,Portfolio Management,Trading,CLEAN
48f88c53-1855-4d27-9dc6-ccbb7e7d667a,t.grant@acmefund.com,a.bell@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Thomas",2025-12-25T15:10:00,Legal,Client Relations,CLEAN
569ad084-7ded-4c2f-b2e6-2cce7599434f,a.foster@acmefund.com,r.hayes@acmefund.com,,RE: Tech sector positions,"Trust me on this one - load up on TECH before Friday. I can't say more but the earnings will blow expectations away. My source is solid.

Amanda",2025-12-27T11:41:00,Portfolio Management,Compliance,INSIDER_TRADING
bde4cbb0-5d5d-4b9b-adfa-e9a059e7817d,s.chen@acmefund.com,r.hayes@acmefund.com,,Q4 Portfolio Review Meeting,"Hi team,

Just a reminder about our Q4 portfolio review meeting scheduled for Thursday at 2pm. Please come prepared with your sector updates.

Thanks,
Sarah",2025-12-28T14:38:00,Research,Compliance,CLEAN
7136671a-8c29-45ca-9124-18ad2d03dee3,r.hayes@acmefund.com,j.liu@acmefund.com,,Monthly risk report - draft for review,"Hi Jennifer,

Attached is the draft monthly risk report. Please review and send any comments by EOD Wednesday.

Thanks,
Robert",2025-12-28T21:50:00,Compliance,Compliance,CLEAN
6e29b91d-007b-4c5e-ae5b-f4e5f9bee356,a.foster@acmefund.com,m.webb@acmefund.com,,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
Amanda",2025-12-29T12:56:00,Portfolio Management,Research,CLEAN
c7e82700-b2d8-4eda-b372-273cc281af79,r.hayes@acmefund.com,d.park@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Robert",2025-12-31T08:09:00,Compliance,Trading,CLEAN
9813966c-09d5-4f3a-bb17-6b573c31437b,j.morrison@acmefund.com,r.kim@acmefund.com,,Weekly team sync notes,"Hi all,

Attached are the notes from today's sync. Action items highlighted in yellow.

Thanks,
James",2025-12-31T13:05:00,Trading,Client Relations,CLEAN
082bd543-172f-41c3-9ba1-46e9e7ed617d,r.kim@acmefund.com,m.torres@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Rachel",2026-01-01T14:37:00,Client Relations,Portfolio Management,CLEAN
703243c0-7131-4908-83cf-9278777950be,k.obrien@acmefund.com,j.liu@acmefund.com,,Monthly risk report - draft for review,"Hi Jennifer,

Attached is the draft monthly risk report. Please review and send any comments by EOD Wednesday.

Thanks,
Kevin",2026-01-02T08:38:00,Operations,Compliance,CLEAN
cd882274-d923-4131-904c-75a31a59182e,r.kim@acmefund.com,j.liu@acmefund.com,s.chen@acmefund.com,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Rachel",2026-01-02T17:59:00,Client Relations,Compliance,CLEAN
23994ecf-5543-481c-81af-abaf261e523c,m.torres@acmefund.com,a.foster@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Michael",2026-01-03T09:48:00,Portfolio Management,Portfolio Management,CLEAN
8cb1d194-0c93-4d7b-af86-8b030ce8aac4,j.liu@acmefund.com,l.martinez@acmefund.com,,RE: Vacation request,"Approved. Enjoy your time off!

Jennifer",2026-01-03T11:57:00,Compliance,Operations,CLEAN
18854fdd-ecbc-447e-ab49-9919d03a306c,m.webb@acmefund.com,d.park@acmefund.com,e.volkov@acmefund.com,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Marcus",2026-01-03T13:15:00,Research,Trading,CLEAN
6b4c37bb-e447-462a-87dd-6fd47ad5ae8b,r.kim@acmefund.com,s.chen@acmefund.com,l.martinez@acmefund.com,Weekly team sync notes,"Hi all,

Attached are the notes from today's sync. Action items highlighted in yellow.

Thanks,
Rachel",2026-01-03T17:55:00,Client Relations,Research,CLEAN
2f5a9efa-3bd8-4096-93d4-99ab6d33dd81,r.kim@acmefund.com,j.morrison@acmefund.com,,URGENT - Acme Corp news coming,"Hey,

Heads up - I heard from my contact at Acme that they're announcing a major acquisition tomorrow morning. This isn't public yet. Might want to adjust positions before the announcement.

Keep this between us.
Rachel",2026-01-03T18:55:00,Client Relations,Trading,INSIDER_TRADING
ce6bf001-d725-47bd-ad1d-a539d172d60d,j.morrison@acmefund.com,s.chen@acmefund.com,,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
James",2026-01-03T22:46:00,Trading,Research,CLEAN
10b77e49-f47a-4723-8bab-5c1c96e2cd80,d.park@acmefund.com,p.sharma@acmefund.com,m.webb@acmefund.com,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
David",2026-01-04T11:00:00,Trading,Research,CLEAN
2d1f1bc3-97b9-4811-8dd8-2fe6c8179e25,s.chen@acmefund.com,k.obrien@acmefund.com,,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
Sarah",2026-01-04T17:05:00,Research,Operations,CLEAN
f041b16b-f7f6-4c61-b91b-47e5dc0ac8ee,s.chen@acmefund.com,a.bell@acmefund.com,r.kim@acmefund.com,Q4 Portfolio Review Meeting,"Hi team,

Just a reminder about our Q4 portfolio review meeting scheduled for Thursday at 2pm. Please come prepared with your sector updates.

Thanks,
Sarah",2026-01-04T19:49:00,Research,Client Relations,CLEAN
e020c969-f67b-4986-86d0-a69b63b83af5,r.kim@acmefund.com,e.volkov@acmefund.com,,Pharma play - time sensitive,"Elena,

FDA approval coming through for BioMed's drug application. Not announced yet but I got word from inside. This could move 30%+. Act fast.

Rachel",2026-01-05T12:37:00,Client Relations,Trading,INSIDER_TRADING
ccd7f2df-8412-4a57-a13d-31fbac120c4d,a.foster@acmefund.com,r.kim@acmefund.com,,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Amanda",2026-01-05T15:52:00,Portfolio Management,Client Relations,CLEAN
222c1756-42c3-4d7c-9270-fcea9f1930fb,r.kim@acmefund.com,t.grant@acmefund.com,,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
Rachel",2026-01-05T17:36:00,Client Relations,Legal,CLEAN
d4106984-cd04-4d69-9f10-ede10c2cbc21,r.hayes@acmefund.com,j.liu@acmefund.com,,Monthly risk report - draft for review,"Hi Jennifer,

Attached is the draft monthly risk report. Please review and send any comments by EOD Wednesday.

Thanks,
Robert",2026-01-05T22:21:00,Compliance,Compliance,CLEAN
5d9824d9-dec9-42bb-8d4a-0a9dc73e6a26,a.foster@acmefund.com,t.grant@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Amanda",2026-01-06T15:37:00,Portfolio Management,Legal,CLEAN
38989f9c-c1ca-47fd-9bf6-8ea87b63414b,d.park@acmefund.com,a.foster@acmefund.com,,Weekly team sync notes,"Hi all,

Attached are the notes from today's sync. Action items highlighted in yellow.

Thanks,
David",2026-01-07T14:27:00,Trading,Portfolio Management,CLEAN
f280d736-3ff4-4a12-a2c3-d7d91468c2c2,m.webb@acmefund.com,t.grant@acmefund.com,,Welcome aboard!,"Hi Thomas,

Welcome to the team! I've set up your onboarding meetings for next week. Please reach out if you have any questions.

Best,
Marcus",2026-01-08T21:50:00,Research,Legal,CLEAN
af723965-4139-4c91-96ca-d282615f6e99,k.obrien@acmefund.com,m.torres@acmefund.com,,Side investment opportunity,"Found a great IPO coming up. Going to buy in my wife's account to avoid the disclosure requirements. Let me know if you want details.

Kevin",2026-01-09T08:06:00,Operations,Portfolio Management,PERSONAL_TRADING
e1928536-8531-48a5-8faf-643775037c28,s.chen@acmefund.com,t.grant@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Sarah",2026-01-09T09:10:00,Research,Legal,CLEAN
b5f50b70-532b-492e-be35-bcefea5d27eb,a.bell@acmefund.com,j.morrison@acmefund.com,e.volkov@acmefund.com,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Andrew",2026-01-09T10:43:00,Client Relations,Trading,CLEAN
43f466c8-1ade-4955-9bdb-ea578de8afd8,m.torres@acmefund.com,d.park@acmefund.com,,My stock picks,"Hey,

I bought a bunch of shares in TechStartup Inc last week in my personal account. Looking good so far! You should get in before it pops.

Michael",2026-01-10T07:47:00,Portfolio Management,Trading,PERSONAL_TRADING
adb23404-5509-4376-8059-3bc7dfeb100b,t.grant@acmefund.com,d.park@acmefund.com,,Monthly risk report - draft for review,"Hi David,

Attached is the draft monthly risk report. Please review and send any comments by EOD Wednesday.

Thanks,
Thomas",2026-01-10T13:53:00,Legal,Trading,CLEAN
c635f799-d246-4fcd-9a68-b1ae85971cc9,t.grant@acmefund.com,a.foster@acmefund.com,,RE: Lunch order for client meeting,"Sounds good. I'll order from the usual place. Can you confirm headcount by noon?

Thomas",2026-01-11T11:53:00,Legal,Portfolio Management,CLEAN
f558c494-1243-4756-926e-1f107afc3222,k.obrien@acmefund.com,r.kim@acmefund.com,,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
Kevin",2026-01-11T12:24:00,Operations,Client Relations,CLEAN
1be637f7-8220-43b8-b415-e251f78af917,p.sharma@acmefund.com,k.obrien@acmefund.com,,Weekly team sync notes,"Hi all,

Attached are the notes from today's sync. Action items highlighted in yellow.

Thanks,
Priya",2026-01-11T19:10:00,Research,Operations,CLEAN
53bd0db9-a6c9-40dc-bd73-ce423355ea5d,j.morrison@acmefund.com,e.volkov@acmefund.com,,Welcome aboard!,"Hi Elena,

Welcome to the team! I've set up your onboarding meetings for next week. Please reach out if you have any questions.

Best,
James",2026-01-11T19:35:00,Trading,Trading,CLEAN
5fbc7e5d-4a30-4435-aca4-daa2ad53d868,d.park@acmefund.com,e.volkov@acmefund.com,,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
David",2026-01-11T21:40:00,Trading,Trading,CLEAN
219e883a-2cfe-40a0-b462-607a51cf1cf2,t.grant@acmefund.com,m.torres@acmefund.com,,RE: Vacation request,"Approved. Enjoy your time off!

Thomas",2026-01-12T08:01:00,Legal,Portfolio Management,CLEAN
b3f1a4b4-6a26-45d9-b3ca-b56f249b2623,m.torres@acmefund.com,j.liu@acmefund.com,t.grant@acmefund.com,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
Michael",2026-01-12T20:15:00,Portfolio Management,Compliance,CLEAN
9f79a32e-5c72-4c39-8e31-004d32648801,j.liu@acmefund.com,m.webb@acmefund.com,,Quiet tip,"Don't share this with anyone - GlobalBank is about to announce layoffs and restructuring. Their stock will tank. You didn't hear this from me.

Jennifer",2026-01-13T11:34:00,Compliance,Research,INSIDER_TRADING
40a60578-07ae-404d-a124-6978474f7e61,k.obrien@acmefund.com,p.sharma@acmefund.com,,Office closure reminder - Holiday,"Team,

Just a friendly reminder that the office will be closed next Friday for the holiday. Please plan accordingly.

Regards,
Kevin",2026-01-13T14:19:00,Operations,Research,CLEAN
8041f0ec-1a88-4b99-83b5-c77c8e86ce59,t.grant@acmefund.com,d.park@acmefund.com,,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
Thomas",2026-01-13T17:11:00,Legal,Trading,CLEAN
b1807a51-5ebf-415b-89e5-1866b99e92de,m.torres@acmefund.com,r.kim@acmefund.com,,Conference room booking,"Hi,

I've booked the large conference room for our team meeting on Tuesday. Calendar invite to follow.

Michael",2026-01-15T09:25:00,Portfolio Management,Client Relations,CLEAN
a8d06f3d-7106-4d30-a057-2f32b761fa19,p.sharma@acmefund.com,a.foster@acmefund.com,,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Priya",2026-01-15T12:04:00,Research,Portfolio Management,CLEAN
5e6af7fc-9893-4a07-9fae-34abbacf545a,p.sharma@acmefund.com,r.kim@acmefund.com,,RE: Market outlook,"Forget the analysis - I have inside info that MegaCorp's CEO is resigning next week. Dump the position before it goes public. This is solid intel.

Priya",2026-01-15T18:01:00,Research,Client Relations,INSIDER_TRADING
b22b2069-e283-4ccd-9da4-488be85644b9,p.sharma@acmefund.com,l.martinez@acmefund.com,e.volkov@acmefund.com,Updated compliance training schedule,"All,

The annual compliance training has been rescheduled to next Monday. Please block your calendars from 10am-12pm.

Best,
Priya",2026-01-16T12:07:00,Research,Operations,CLEAN
3b48b796-343d-43db-95a4-f2c4b0a08043,s.chen@acmefund.com,l.martinez@acmefund.com,,RE: Investment advice,"For my PA, I'm going heavy into crypto this month. Already moved $50k. Don't mention this to compliance - it's under their radar.

Sarah",2026-01-17T12:42:00,Research,Operations,PERSONAL_TRADING
453bfb39-65ee-4a6b-8a2b-6ec918aea678,s.chen@acmefund.com,k.obrien@acmefund.com,,System maintenance notification,"Team,

IT has scheduled system maintenance for Saturday 2am-6am. Trading systems will be unavailable during this window.

Please plan accordingly.
Sarah",2026-01-18T14:51:00,Research,Operations,CLEAN
4538ea94-b9d3-4ff8-9a99-5167b37e0deb,r.hayes@acmefund.com,e.volkov@acmefund.com,,RE: Vacation request,"Approved. Enjoy your time off!

Robert",2026-01-18T17:38:00,Compliance,Trading,CLEAN
